Instance,MD5,glue_bit,gluebit_lgl,GlucoRed,Nigma,Nigma-NoPB,Solver43a,Solver43b,forl,strangenight,relback (not competing),gluH,ZENN,MIPSat,SAT4J,CSHCapplLG,CSHCapplLC,Riss3g,satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,minipure,glucose,glueminisat,Riss3g,sattimeRelbackShr,RSeq
hitag2-10-60-0-0xa360966c6eb75c4-62.cnf,9dcd6a61aea4a8e717254ffb85647144,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4324.41,5000.0,5000.0,5000.0,5000.0,5000.0,4121.86,3198.43,3272.18,5000.0,5000.0,5000.0,5000.0,5000.0
pb_300_10_lb_12.cnf,7601bf95ac354d3354b7ef700e3ce952,583.272,1571.32,2648.49,1254.64,1144.62,677.092,2254.06,2645.93,4295.37,779.577,2353.09,415.452,1564.56,5000.0,3831.6,3849.12,1924.21,2507.56,2416.07,3099.66,3150.25,3497.76,1715.33,1432.62,3396.14,1201.52,2058.86,3508.26,2202.25
pb_400_09_lb_03.cnf,4fb52fca19ef884a8b6969232f9f8b97,126.132,202.291,91.1371,161.595,179.502,154.489,112.856,320.253,200.666,103.4,143.59,202.779,145.857,5000.0,254.314,510.015,103.814,1126.82,160.723,108.929,109.253,389.797,329.356,5000.0,104.81,304.482,162.747,650.585,740.934
md5_48_2.cnf,a420102680cef46239a1a26d099d3bb5,107.335,416.777,2342.29,1208.8,3445.75,587.251,1074.9,208.881,31.2243,1006.22,996.167,159.948,74.3607,369.212,578.757,93.8207,1403.38,198.296,244.912,25.986,701.579,144.506,132.59,3066.18,961.959,131.154,2852.88,5000.0,5000.0
md5_47_1.cnf,53153ffcc5020cda6102938ac64005fe,140.605,299.976,5000.0,100.124,92.212,200.199,76.9903,58.4601,39.0651,172.035,321.706,130.158,69.9894,959.874,541.086,104.616,91.2301,51.5492,846.147,368.396,700.939,105.744,58.877,95.4825,1995.71,16.4395,1028.32,3033.29,622.87
001.cnf,a414f1a17b595e4412e35274a41f44b9,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1608.26,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
md5_47_2.cnf,67da0906f147c12e87020c94e9f1bd01,25.0812,213.819,731.486,267.335,233.088,379.144,1294.52,73.8088,61.5316,2203.64,327.201,119.931,102.479,1535.06,498.009,144.243,1249.7,47.8037,1732.0,964.584,200.036,61.0417,75.2136,139.721,937.26,79.7629,1427.71,3864.71,752.276
001.cnf,9e5495aeb597fa607babd409e526a0a0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,131.272,5000.0,5000.0,5000.0,5000.0,5000.0
001.cnf,012facf42627e6b0d9846f3749ffa28e,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2032.64,5000.0,5000.0,5000.0,5000.0,5000.0,474.898,2702.55,5000.0,5000.0,5000.0,5000.0,5000.0
001.cnf,b76b603b2636ba69389e1fe5bf99fb14,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3635.46,5000.0,5000.0,5000.0,3484.08,5000.0,5000.0,506.156,505.938,5000.0,1271.97,5000.0,5000.0,5000.0,63.1074,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
002.cnf,4a1c86791c9a225dc21948fd0d5c50ab,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
002.cnf,1280a9f0d719c07c22242fa88391b7cf,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3305.03,5000.0,5000.0,5000.0,5000.0,2586.67,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
002.cnf,2c281ba5ae346b38f9af69aff86073a6,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,104.595,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
003.cnf,b5ff1be89d06244f3a566c17e82d49e3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
aes_24_4_keyfind_2.cnf,415da0714a8570fa2ff81710f3715cd7,4517.76,5000.0,5000.0,5000.0,5000.0,1342.77,21.4497,5000.0,3505.36,1039.03,768.681,4741.49,3283.04,5000.0,5000.0,3938.86,2084.25,717.894,5000.0,5000.0,5000.0,5000.0,5000.0,1373.04,5000.0,5000.0,1717.22,5000.0,5000.0
aes_24_4_keyfind_4.cnf,b8613f6a972f226fe41ba9011f30ba22,5000.0,5000.0,5000.0,5000.0,5000.0,2073.98,2826.27,5000.0,1619.8,5000.0,5000.0,3224.44,5000.0,404.56,5000.0,2024.74,1558.68,936.342,4687.89,5000.0,5000.0,4578.66,2904.37,1716.47,5000.0,5000.0,5000.0,5000.0,1943.1
003.cnf,36d5b47950b45a78bcbfd408b9087079,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4000.35,5000.0,5000.0,5000.0,5000.0,5000.0,1926.37,5000.0,5000.0,5000.0,5000.0,5000.0
003.cnf,2cfe835b784558aaf6f23302ec00e754,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3501.69,5000.0,5000.0,5000.0,5000.0,2990.23,653.198,5000.0,5000.0,5000.0,5000.0,5000.0
bivium-39-200-0s0-0x28df9231b320bd56dfb68bfc7c3f0ca20dbae6b0eba535ad91-98.cnf,eb8b99f8e2cdbee66eaf4ea8419e75f5,5000.0,5000.0,5000.0,5000.0,5000.0,2869.02,4653.65,5000.0,3579.89,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4734.56,5000.0,4545.01,5000.0,5000.0,5000.0,2254.27,1370.12,1195.88,5000.0,5000.0,5000.0,5000.0,5000.0
hitag2-7-60-0-0xe8fa35372ed37e2-80.cnf,461d9c5e67bb74c72dfce3dba4eb95ab,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4180.75,5000.0,5000.0,5000.0,5000.0,5000.0,3965.22,4042.44,3910.91,5000.0,5000.0,5000.0,5000.0,5000.0
bivium-39-200-0s0-0x5fa955de2b4f64d00226837d226c955de4566ce95f660180d7-30.cnf,d86dacf24a85f1fb713a14e29fdd2ad3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4282.13,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3342.61,2354.59,1595.28,5000.0,5000.0,5000.0,5000.0,5000.0
004.cnf,0a4128a2f8884f36b2ff69425ba05c37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,628.586,5000.0,5000.0,5000.0,5000.0,5000.0,1440.76,5000.0,5000.0,5000.0,5000.0,5000.0
004.cnf,c8a6059c2ecd020997f2478782eaa1e2,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,644.503,5000.0,5000.0,5000.0,1161.92,5000.0,5000.0,5000.0,5000.0,5000.0,128.651,5000.0,5000.0,5000.0,5000.0,622.404,1040.53,5000.0,5000.0,5000.0,5000.0,5000.0
007.cnf,5de87c3eeefedc5c82ec686bd41d61b6,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3351.08,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
003.cnf,68c47ef8b6a8e840080736919329f591,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
005.cnf,6a767c1e994dcd02dbb7e86ba3539253,1016.95,447.268,1279.25,731.698,790.464,960.723,325.041,5000.0,4007.51,1283.53,2028.16,1103.25,847.643,4615.0,5000.0,5000.0,738.107,1814.76,1142.61,972.246,968.75,5000.0,5000.0,5000.0,862.185,322.183,805.365,714.242,1043.05
005.cnf,1ca1d5fc3a28ac1bf8494272931343f7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,54.7467,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4274.1,5000.0,5000.0,5000.0,5000.0,1019.75,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
005.cnf,294c235302a5d86a712124f79e73259b,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3281.26,5000.0,5000.0,3540.94,3520.04,5000.0,103.662,5000.0,5000.0,5000.0,3212.09,327.689,3185.52,5000.0,5000.0,5000.0,5000.0,5000.0
9vliw_m_9stages_iq3_C1_bug10.cnf,8520866de176665c8e9e9baaa877993c,94.9116,110.247,154.451,227.163,136.684,91.3321,92.7019,835.335,1537.98,33.111,46.266,79.4999,8.85865,216.107,577.822,973.742,261.198,67.0838,305.718,236.888,233.186,117.711,193.367,118.625,34.5377,173.857,219.107,33.109,31.7802
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,20b03a4e9cde61c9c210714b52cb9416,76.0424,33.6119,142.466,242.525,157.122,136.43,110.905,143.486,185.706,67.0478,142.346,38.0072,518.045,1785.82,431.348,5000.0,132.077,133.054,37.9152,86.9498,86.6788,243.933,34.2538,725.375,52.586,54.1438,62.3305,1763.52,779.16
grid-strips-grid-y-3.055-NOTKNOWN.cnf,538ae856d2f3b2e3ecc23d631c1d8bb9,115.084,82.2555,240.779,120.545,173.835,370.599,517.349,523.069,175.347,37.3323,95.9754,464.914,521.622,5000.0,559.878,959.773,56.8684,396.918,238.155,132.291,131.442,280.223,101.913,585.598,477.661,66.7868,99.0049,5000.0,685.312
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,b2d20b42a6be44e7dadd3f4ffdac72fe,267.386,457.612,437.879,1474.59,440.108,973.376,496.365,323.842,158.719,347.393,448.079,1048.45,288.748,2986.98,760.569,5000.0,630.173,5000.0,103.943,390.205,388.084,1699.0,1213.69,5000.0,201.595,262.02,279.351,3666.12,907.871
006.cnf,b4edc59fb601a5e512fd96c5b7ea3037,1179.56,1223.58,451.566,57.8332,283.16,381.804,643.345,5000.0,2940.04,273.85,1635.37,1053.08,1126.03,3698.4,5000.0,5000.0,907.321,641.885,1129.03,892.955,883.65,5000.0,5000.0,1388.99,246.517,5000.0,383.361,484.737,963.822
blocks-blocks-36-0.130-NOTKNOWN.cnf,74dbbaad3fef2937258662e368993970,51.8861,58.7561,143.425,245.846,137.602,191.121,68.7895,296.315,48.1637,288.72,127.828,118.386,175.008,5000.0,665.669,477.612,82.0595,58.5231,44.5802,95.6955,94.7576,230.741,71.7261,541.657,260.249,212.477,80.7917,4337.68,890.022
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN.cnf,d35d841a2a78e343ef2ffcb66e3c1ba1,32.653,43.2154,41.1927,35.9015,86.0339,67.9987,68.4506,31.9861,13.6119,25.1222,26.245,29.8725,29.1346,2298.12,291.502,5000.0,32.738,20.7218,18.1512,73.7268,73.5148,183.699,63.0464,172.8,20.4199,24.0493,14.6368,799.533,656.679
006.cnf,58373c50fabc01f9f29d280fb428396a,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2807.11,5000.0,5000.0,5000.0,1213.68,5000.0,5000.0,5000.0,5000.0,5000.0,742.465,5000.0,5000.0,5000.0,5000.0,113.588,1777.49,5000.0,5000.0,5000.0,5000.0,5000.0
blocks-blocks-36-0.150-NOTKNOWN.cnf,674204d317a5ffff1d189d2819d88370,64.5162,72.397,297.159,253.548,115.837,65.1241,64.0893,133.182,48.2287,85.43,84.9301,76.1184,44.7692,194.952,520.462,482.56,62.0096,138.361,30.8513,172.115,164.92,79.6739,53.1599,281.482,134.207,291.048,55.2006,84.8201,85.765
007.cnf,a97d2b55e2e62155b5859bdaa98629a2,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1714.23,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3175.97,5000.0,5000.0,5000.0,5000.0,5000.0
grid-strips-grid-y-3.065-SAT.cnf,a793c05b8efeb4ff46e0a28865471322,16.7714,112.169,55.0156,1031.98,52.397,347.71,416.375,548.401,354.458,206.355,25.8371,222.619,649.381,5000.0,779.194,758.887,38.0832,47.9367,124.534,125.664,124.998,401.825,503.077,1194.68,311.966,92.7119,114.139,5000.0,728.685
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,42f3503956f4db7099ca37aa90921a11,634.04,794.956,1044.49,4963.47,382.594,867.757,1387.06,437.971,456.511,628.144,1889.41,457.78,1485.77,5000.0,1172.51,5000.0,943.528,315.76,54.6357,302.324,310.919,4996.86,641.266,5000.0,643.804,141.336,448.766,5000.0,1509.71
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf,2b39e386d0c1bdb88213151e5021cf09,293.437,127.942,324.043,140.746,503.963,235.002,662.948,495.616,3538.03,293.263,494.118,545.085,1309.65,2146.38,1100.75,5000.0,170.95,5000.0,179.711,223.275,227.173,3113.33,1135.82,5000.0,297.33,142.474,104.579,3769.63,1269.19
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN.cnf,2f7cce17acd4cbdaaa486324e4447fe4,603.359,471.217,222.612,1011.68,1867.5,631.371,1227.99,341.308,289.881,829.029,264.769,323.223,927.831,5000.0,1851.71,5000.0,133.835,5000.0,1749.42,380.209,386.025,1476.97,1025.66,5000.0,871.471,158.65,636.946,5000.0,3029.16
007.cnf,c5bcaf56da874e81edcd2eb71bf140e0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3190.07,5000.0,5000.0,5000.0,4817.32,3216.31,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
007.cnf,47bd95959bb15bb2714b1a35ce3ac6a8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,132.648,5000.0,5000.0,5000.0,575.65,5000.0,5000.0,1879.05,1868.81,5000.0,4525.28,5000.0,5000.0,5000.0,1492.69,97.4212,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
grid-strips-grid-y-3.045-NOTKNOWN.cnf,ae5921b0b39a8bc51efc86aa7463a85b,713.636,504.222,352.975,2932.48,283.539,731.891,442.998,657.768,573.758,673.067,646.768,511.539,1721.0,5000.0,1630.57,2128.23,594.211,183.123,692.293,539.774,529.494,1488.98,449.952,2006.36,651.984,341.644,441.384,5000.0,2085.05
008.cnf,646f3555e6bdf2179cfc49111bb3ad1f,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4059.04,4496.69,5000.0,5000.0,5000.0,5000.0,5000.0
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN.cnf,90d6ab6c96502322a316dba40c7c3226,154.667,149.592,249.13,216.563,102.766,136.005,130.595,43.1734,454.656,24.6972,112.889,459.589,321.193,5000.0,430.069,5000.0,127.904,67.0438,74.3367,114.713,119.403,114.935,885.278,5000.0,161.567,27.2908,136.473,2736.97,699.385
6s137.cnf,71c614b6f032a2f12dc38b17980447ad,4676.44,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4554.1,4300.06,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4337.18,5000.0,5000.0,5000.0,5000.0,1693.97,3021.73,5000.0,5000.0,5000.0,5000.0,5000.0
gss-18-s100.cnf,36e05ed1d33d17d974fb7805c91fe357,19.0641,41.0068,2148.57,191.266,69.9594,361.367,431.434,55.4446,224.424,14.8077,121.109,307.82,193.118,5000.0,271.719,141.858,205.453,273.805,367.333,542.361,542.23,56.4904,220.999,545.434,301.788,562.205,44.7692,1563.81,1465.49
008.cnf,e5c9348d6dfa41bf497cc3047c44bd87,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,214.778,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1542.7,5000.0,5000.0,5000.0,5000.0,1180.32,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
009.cnf,325958b2a1a39d6714cf5cbb8d02fb91,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,497.331,496.96,5000.0,5000.0,5000.0,5000.0,5000.0,54.2318,5000.0,4831.7,5000.0,5000.0,5000.0,5000.0,5000.0
6s166.cnf,d87ac44eb97ddcaee2885f6c13e85a3d,94.3617,911.711,32.761,5000.0,5000.0,1670.95,1127.38,76.3064,2761.74,5000.0,144.169,112.965,137.645,5000.0,576.641,5000.0,66.7109,5000.0,342.023,209.481,210.716,5000.0,5000.0,5000.0,108.275,184.341,117.451,5000.0,5000.0
008.cnf,c3eb13d8aedb9b4ded99ace1c9b7c988,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2512.73,2380.2,5000.0,5000.0,5000.0,5000.0,5000.0,2021.41,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ACG-20-5p0.cnf,5e956ccef0af80a5902eec4f20a58f83,1584.06,1111.52,1390.25,1042.17,1681.89,2917.14,1884.13,299.567,411.144,2335.26,1640.41,610.366,377.677,4208.98,905.945,526.878,1076.68,1098.51,1258.25,1536.15,1525.37,350.69,325.259,842.113,1428.64,1288.11,2041.65,5000.0,5000.0
009.cnf,8228934aedd07945fbc1ec78f6634c72,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1743.23,1744.29,5000.0,4201.48,5000.0,5000.0,5000.0,1356.2,3160.31,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
009.cnf,f0ef151e6d349537aa0543d269ae5b77,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1073.25,5000.0,5000.0,5000.0,4571.9,5000.0,5000.0,5000.0,5000.0,5000.0,2898.84,5000.0,5000.0,5000.0,5000.0,5000.0,1672.23,5000.0,5000.0,5000.0,5000.0,5000.0
hitag2-10-60-0-0xac23f1205f76343-96.cnf,b70b71a00f018c40ee8dd7662ca7dceb,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3762.78,4832.61,5000.0,5000.0,5000.0,5000.0,5000.0
maxor064.cnf,1b9f66ce669cbbf957e744e9391cf971,99.5109,1145.99,95.3305,95.2845,93.2598,121.707,109.169,158.32,201.173,220.828,182.719,156.374,520.646,5000.0,272.983,249.717,244.257,576.527,155.295,256.876,259.312,147.503,177.969,5000.0,115.778,95.2345,278.406,1414.94,1506.58
md5_48_5.cnf,8ab50418497c0326ed1ff5d73a4e24a3,153.594,1975.5,384.752,32.3251,3786.37,230.49,189.358,38.0942,195.079,2099.02,1575.88,22.8405,43.6214,2665.9,571.309,124.628,54.2647,165.134,1447.31,276.878,126.119,135.456,128.229,159.273,453.757,445.423,1986.09,2231.04,1850.99
bivium-39-200-0s0-0x163b785faa4bfb1b3b894a9206768a6c3d5d6f038b3797c4c2-99.cnf,1400db6093770839163f38a753b0a20c,5000.0,5000.0,5000.0,5000.0,5000.0,3616.86,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4817.53,3823.63,5000.0,5000.0,5000.0,5000.0,5000.0
010.cnf,219e95d5e052c2ab56e50e1c7c765aa7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3222.41,3223.42,5000.0,5000.0,5000.0,5000.0,5000.0,2911.21,5000.0,3290.87,5000.0,5000.0,5000.0,5000.0,5000.0
ACG-15-10p0.cnf,d8dd0726277891eae9a2807dfd8946db,1139.34,2909.73,1222.04,1423.91,1190.43,2707.76,2444.12,643.923,1049.95,902.306,1724.41,1338.26,931.418,5000.0,877.739,867.744,1828.64,1311.25,2792.67,1475.91,1411.55,361.077,418.257,1560.64,1274.01,1290.13,2196.67,5000.0,2828.38
gus-md5-11.cnf,ef12e784fe394de4126960bcf93ce7c7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3589.1,3345.41,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3252.81,5000.0,5000.0,5000.0,5000.0,5000.0,2646.52,5000.0,5000.0,5000.0,5000.0,5000.0
bob12m04.cnf,221247dd9b625ab6ef104f151f99f450,199.485,5000.0,166.091,4856.62,5000.0,5000.0,5000.0,5000.0,4841.44,203.916,201.522,89.1015,195.925,5000.0,5000.0,5000.0,356.445,248.256,147.122,143.474,156.751,5000.0,4397.49,134.171,154.436,113.076,240.231,5000.0,5000.0
bivium-39-200-0s0-0x53e7622aad02b083b53dcd6a4a76f54a150ceb996ea1dfa300-63.cnf,a2fa71375a40959c943fd51fff0734e5,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4110.5,3873.44,1605.91,5000.0,5000.0,5000.0,5000.0,5000.0
ndhf_xits_21_SAT.cnf,03a36a0e1b9af8e7c30a29a92e02302e,67.0188,47.8607,6.03608,6.19106,65.3171,9.13561,9.24959,3.47447,5.13522,5.07523,142.789,5.34819,5.60615,6.94394,167.663,121.025,10.7184,1023.41,9.53355,18.1502,18.1302,3.63245,1.61575,1808.19,5.74413,5.80712,16.6055,27.7278,600.475
bivium-39-200-0s0-0x1b770901581bbb2863c83835583d7ce4e1fafd907076320542-34.cnf,bef254c57046df26a58922faf53bd464,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3610.63,1962.17,5000.0,5000.0,5000.0,5000.0,5000.0
AProVE07-02.cnf,4091fe387de1d8dc081a8ac19da38bdb,367.966,417.419,2659.45,420.101,515.107,227.514,507.704,437.719,198.586,240.896,513.767,351.597,205.724,583.458,294.493,230.701,333.276,726.544,548.466,408.194,407.493,284.186,193.799,143.573,455.294,449.319,464.641,733.971,1035.59
6s165.cnf,354e1fffa4af99470dcb0ad940b8e7bb,56.1985,219.89,23.0745,2221.09,5000.0,5000.0,186.778,18.5782,5.67514,5000.0,51.1342,46.8249,457.502,5000.0,463.009,423.301,105.256,1951.08,257.683,120.665,120.699,5000.0,5000.0,5000.0,98.571,132.261,188.522,5000.0,5000.0
itox_vc1033.cnf,17cc03672e09c4ccad0986fb3657ba7a,3.20351,7.85481,1.58176,4.48832,4.79927,15.1847,14.4268,10.1185,10.0015,2.94855,3.52546,1.51977,2.98254,11.2923,77.8512,71.9991,3.9124,4.11137,1.68474,205.332,5.84611,17.9433,30.8003,3.42848,1.53177,2.16067,1.9917,20.8878,604.72
6s153.cnf,54348e9192048135db0be22864d20c58,93.7887,159.365,162.966,71.5461,205.963,98.531,96.3374,5000.0,5000.0,212.257,98.3041,199.2,142.924,1229.7,521.713,5000.0,60.9737,529.935,78.1451,88.3916,77.0153,5000.0,4577.14,5000.0,63.1994,223.235,94.7436,876.527,1120.87
itox_vc1130.cnf,1dc3830fa84fd706a44d8cbfb2c0c08c,3.9254,18.5352,2.04669,78.817,78.2351,17.3134,16.8184,9.65653,12.2221,3.65744,3.74843,1.91071,25.1512,18.5472,288.851,89.6904,5.72413,4.55731,2.35464,232.759,7.67983,234.003,38.6201,4.56731,1.85172,2.50962,2.55161,21.8427,602.257
slp-synthesis-aes-top27.cnf,159e4ad1136dd3b9ce59cc4cb5634433,5000.0,1205.55,5000.0,2494.74,5000.0,5000.0,5000.0,5000.0,1162.76,5000.0,5000.0,430.149,685.975,5000.0,2155.3,2134.57,5000.0,1735.43,5000.0,5000.0,5000.0,1780.09,5000.0,518.514,5000.0,5000.0,5000.0,5000.0,5000.0
9vliw_m_9stages_iq3_C1_bug8.cnf,38f3159fddfc095a413b2afec78f1d19,76.4744,92.6219,198.988,309.996,151.686,73.1809,75.9285,1141.88,570.366,14.5228,43.3594,171.047,23.9134,137.144,582.761,981.515,227.206,26.8139,66.03,253.494,277.873,120.228,162.92,109.564,95.7624,132.76,385.118,14.4808,15.2237
9vliw_m_9stages_iq3_C1_bug9.cnf,90ea7ffb0c4bf9a38b59a628b2a2b091,150.559,158.258,81.8136,909.891,148.733,149.452,150.824,775.551,979.614,39.622,91.4681,69.9064,905.796,99.7648,565.496,963.292,443.921,44.4632,68.7306,252.972,278.103,104.781,77.0523,95.7954,133.204,75.4535,245.593,40.7538,39.718
6s9.cnf,f54470bb4dfb69405565690000e6ad0d,432.428,865.398,1597.72,2290.25,1894.44,1032.89,851.934,1141.1,1554.49,947.184,524.834,930.485,1981.89,5000.0,815.665,3667.64,531.413,5000.0,534.25,557.591,479.645,3374.91,5000.0,5000.0,432.603,621.552,662.715,4581.08,3910.49
6s126.cnf,31dc7c0e4b44b910921e279423c0ab43,1264.15,5000.0,769.193,529.465,5000.0,5000.0,5000.0,5000.0,5000.0,1329.5,1168.76,2365.75,2259.99,5000.0,1457.97,5000.0,5000.0,5000.0,4305.58,5000.0,5000.0,5000.0,1316.67,5000.0,3017.56,5000.0,5000.0,5000.0,5000.0
