Instance,MD5,SparrowToRiss,dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,MIPSat,MIPSat,SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (disqualified),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g,sattimeRelbackSeq,sattimeClasp,sattimeRelbackShr,RSeq (not competing)
em_7_4_8_all.cnf,49323100760aa1d9fcd1b2d7081994d1,677.189,5000.0,5000.0,90.4283,69.0205,58.8521,18.4612,18.5222,35.1407,81.0197,47.7497,66.3189,18.2302,379.646,374.007,515.093,253.196,5000.0,5000.0,40.6748,109.413,66.3749,168.088,1.11283,711.357,438.875,1339.71,125.144,7.38888,131.487,30.8623,828.425,828.775,109.068,831.968
mrpp_4x4#6_16.cnf,a04cb8c07407b4c2dc4216d0b4b7a5e7,0.820874,5000.0,5000.0,0.206968,12.6951,0.172973,0.162974,0.408937,0.243961,0.32395,0.180972,0.273958,0.072988,1003.56,989.176,3.55446,421.198,5000.0,5000.0,0.226965,0.311951,0.129979,0.356945,0.31595,0.631903,1.08283,5000.0,0.149976,0.169973,0.25296,0.280956,2499.8,2506.25,0.937856,2499.8
fsf-300-354-2-2-3-2.89.opt.cnf,eb8d0a6659cb3b3fba37e21977bad980,9.37257,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4258.79,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
abb313GPIA-9-tr.used-as.sat04-321.cnf,6c3ea795f258ba82c81e44969c0c5fb4,130.168,5000.0,5000.0,1.9627,31.9691,2.77758,3.42148,2.82857,2.92455,5000.0,1.51677,131.536,2.95355,6.32904,6.24605,4.53431,65.3451,1626.39,10.0565,1.24781,2.73558,1.68974,100.033,11.1193,4.64729,2.68559,8.34573,7.65184,1.41178,1.78973,3.76843,7.92179,7.9008,1.37479,7.84481
mrpp_4x4#6_7.cnf,1a849e45cc77b24a3ca1cb76b68e4ea2,44.2973,5000.0,5000.0,0.05599,5.57415,0.021995,0.080987,0.077987,0.063989,0.064989,0.041992,0.063989,0.022995,983.977,984.005,1.27381,408.487,5000.0,5000.0,0.057991,0.05899,0.025995,0.095985,0.094985,0.172973,0.066989,5000.0,0.05899,0.022995,0.027995,0.031994,2499.66,2499.82,0.19097,2499.65
mrpp_4x4#10_9.cnf,f6ce0ad15fdc473efb8fc7fa26999011,358.835,5000.0,5000.0,4.47232,14.4358,0.285956,3.3115,3.00754,0.503922,0.589909,0.995848,0.510922,1.06384,990.227,988.11,4.41233,419.387,5000.0,5000.0,0.409937,0.902862,1.46878,0.667897,0.560914,1.08583,1.13983,5000.0,2.5996,0.687895,0.737887,1.73873,2500.63,2507.77,2.25066,2506.59
x1_80.shuffled.cnf,53a7d1541ad9c0dde902ec3a505ae8fc,5000.0,5000.0,0.003998,5000.0,5000.0,5000.0,5000.0,5000.0,0.008998,3.20851,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,201.808,5000.0,5000.0,0.327949,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
f600.shuffled.cnf,d42133fd7674f41611be43d1b8ca7db6,0.05899,415.157,2.40263,5000.0,0.062989,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.125979,0.12498,5000.0,14.5528,0.06199,0.165973,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.013997,5000.0,5000.0,5000.0,5000.0,0.016996,0.020996,0.029995,0.017997
eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,151ccdb2c52c7f525fde5dca388bb6e6,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,b6a88c8ae73b20cfc873207d1a0caa09,5000.0,5000.0,5000.0,2456.16,2763.86,5000.0,3482.54,5000.0,5000.0,5000.0,5000.0,2305.51,3110.88,2924.48,5000.0,5000.0,1786.99,5000.0,5000.0,3162.53,2014.79,5000.0,282.675,2682.07,1682.63,645.218,5000.0,1436.37,349.153,5000.0,4698.46,5000.0,4829.55,5000.0,5000.0
em_7_4_9_cmp.cnf,cc3488b2f0eb99d818c5779787a8ab84,613.376,5000.0,5000.0,41.0318,31.6042,228.426,7.72782,47.2888,12.2571,4.27535,2.79857,22.7245,5.66714,248.446,245.906,48.8436,143.878,5000.0,5000.0,14.5128,60.5588,10.9313,23.7614,8.5687,62.7455,8.65668,1005.39,5.2832,14.1568,2.43763,17.7843,1177.05,1173.28,30.0974,1175.78
mrpp_8x8#20_16.cnf,d63ee500774b4b5fef93a96ae97c4f03,619.17,5000.0,5000.0,278.484,5000.0,443.369,56.0025,116.429,148.128,461.23,277.905,302.821,284.184,5000.0,5000.0,342.765,5000.0,5000.0,5000.0,109.124,403.544,445.256,210.79,179.706,465.795,129.773,5000.0,5000.0,262.629,988.128,266.351,2783.45,5000.0,836.479,2709.72
mrpp_8x8#22_16.cnf,be5c4f18d2a81b2edabdc9e7d709f51f,597.007,5000.0,5000.0,110.925,5000.0,209.861,223.016,61.9136,136.043,853.829,160.445,193.511,136.253,5000.0,5000.0,295.578,5000.0,5000.0,5000.0,37.2243,1588.01,315.687,115.788,153.147,1000.75,224.276,5000.0,5000.0,341.394,769.924,878.636,2659.62,5000.0,81.2626,2981.43
LABS_n073_goal006.cnf,dc3b1979cde2e43c3cc3364b92426d99,2384.08,5000.0,5000.0,5000.0,3702.73,88.6685,5000.0,5000.0,2185.47,5000.0,641.79,5000.0,4460.47,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3973.24,5000.0,84.0532,5000.0,1768.09,5000.0,5000.0,5000.0,5000.0,3977.27,1761.17,4013.83,3116.15,5000.0,5000.0,5000.0
mrpp_8x8#16_20.cnf,ce7fedb6ff31aedfd88502743dd82bfc,568.32,5000.0,5000.0,140.699,5000.0,266.595,88.3966,105.457,292.603,855.118,182.252,320.425,313.622,5000.0,5000.0,607.03,5000.0,5000.0,5000.0,75.5565,804.582,203.172,501.382,263.369,848.551,579.872,5000.0,5000.0,521.826,1433.64,275.411,2680.69,5000.0,219.248,2541.62
mrpp_8x8#18_20.cnf,b2b7511cc8963090dff6ca6fa0947603,715.75,5000.0,5000.0,334.64,5000.0,1010.04,256.461,254.414,248.461,2465.76,513.968,1020.32,1011.11,5000.0,5000.0,821.031,5000.0,5000.0,5000.0,236.702,1209.72,945.258,1121.69,1076.79,2215.75,1119.27,5000.0,5000.0,1039.09,1977.88,767.615,3017.88,5000.0,325.331,2711.25
rbsat-v945c61409gyes1.cnf,2ebc99112d5ef282fe9d0d684db3984f,1.06084,2931.03,396.018,112.716,1.23181,421.814,3087.93,3121.49,1238.5,671.142,6.86096,53.6059,264.257,12.0352,12.0412,1321.63,78.733,53.4309,21.4157,181.533,112.969,1011.61,83.4013,83.4223,7.05993,20.7708,0.511921,490.094,1107.93,772.87,2356.13,6.02408,5.99409,1.02284,5.96409
mrpp_8x8#12_10.cnf,20dff3bfd992e7bd560e44063eff9732,451.247,5000.0,5000.0,1.13583,20.3319,0.927858,1.17782,1.59776,1.17882,2.5946,0.750885,0.624904,0.593908,997.878,989.19,5.50416,436.641,5000.0,5000.0,0.52292,1.02784,0.697893,1.03084,0.944855,2.05569,4.05938,5000.0,0.420935,0.604907,0.753884,0.963852,2500.73,2512.07,2.15867,2500.54
mrpp_8x8#20_20.cnf,09d2bbc8d08f3fefa9800688c28b91ce,912.404,5000.0,5000.0,524.48,5000.0,1588.57,313.492,471.49,638.314,5000.0,576.479,951.606,1536.54,5000.0,5000.0,947.821,5000.0,5000.0,5000.0,536.395,3150.09,1177.98,714.287,900.09,3359.38,744.338,5000.0,5000.0,1858.29,5000.0,639.043,3079.62,5000.0,910.301,2871.26
frb80-14-2.used-as.sat04-880.cnf,1242f0037df1c3d888415aeb418b77ed,5.9071,5000.0,5000.0,5000.0,2.89556,5000.0,5000.0,5000.0,5000.0,867.592,5000.0,5000.0,5000.0,149.251,149.173,5000.0,436.971,45.0402,698.147,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.24566,5000.0,5000.0,5000.0,5000.0,0.676896,0.677896,2.22566,0.676896
mrpp_8x8#20_14.cnf,b0fa2ad374fa2e52420b68792d5f7d4e,561.556,5000.0,5000.0,156.876,5000.0,97.7031,64.4252,87.0178,43.7224,177.473,127.029,156.712,185.22,5000.0,3369.79,308.105,5000.0,5000.0,5000.0,62.9604,202.445,128.523,137.849,105.835,491.242,93.1188,5000.0,5000.0,290.335,142.753,156.794,2627.18,5000.0,791.655,2632.76
mrpp_8x8#24_16.cnf,3d3109dd48ae7373d293f6d4f8a707b3,641.057,5000.0,5000.0,369.975,5000.0,437.893,201.436,184.618,146.85,1137.55,279.879,516.449,471.872,5000.0,5000.0,788.98,5000.0,5000.0,5000.0,300.792,500.008,404.519,593.986,1297.42,1604.99,495.273,5000.0,5000.0,345.459,1732.23,362.135,2775.25,5000.0,576.466,2653.89
289-unsat-6x30.cnf,b4a3233c98b6a02fd9143f926d90025d,0.208967,289.79,1.53277,5000.0,0.078987,0.280956,0.148976,0.147977,0.944856,27.3428,0.739887,0.459929,0.883865,0.367943,0.364943,1.3368,433.55,0.027995,0.027995,0.997848,92.9439,0.835872,207.202,1.24181,3.44748,0.152976,0.294954,5000.0,0.209967,0.6479,1.21281,0.300953,0.301953,0.289955,0.302953
tph15.cnf,5da14a8415a1028d0c274532dfaf4c85,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.173972,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mrpp_8x8#18_16.cnf,d3bd21ecc4139fcbf976e5ae47d82334,597.481,5000.0,5000.0,99.9728,5000.0,300.458,111.968,105.628,46.7109,190.459,129.255,152.377,87.6747,5000.0,5000.0,360.317,5000.0,5000.0,5000.0,67.3368,161.654,210.427,235.859,182.685,528.419,238.581,5000.0,5000.0,184.147,243.221,166.613,2629.11,5000.0,281.925,2631.89
shift1add.19970.cnf,9f0a409b0a6a457c9955e2badc711fc2,2034.57,21.6837,1557.48,467.359,1265.44,5000,1097.73,138.355,2.35464,2.11668,5000.0,5000.0,43.9823,1.10283,1.09783,5000.0,2023.96,5000.0,5000.0,818.657,5000.0,53.7878,21.0558,22.9485,13.6009,2.33764,0.998847,96.8083,50.1824,10.1765,5000.0,1.01884,1.02684,1.04284,1.03484
rnd-v25-e39-k6.cnf,e3087caa02189e98028db2878a7d65f2,1315.53,5000.0,5000.0,621.135,5000.0,497.363,383.65,375.018,1398.82,2177.25,1345.61,974.062,438.189,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,432.815,4263.3,305.682,334.563,330.661,4767.2,3132.09,5000.0,2794.02,280.15,364.651,377.416,3869.11,5000.0,1658.41,3210.26
prime2209-92.cnf,890e8a1cecc618ed692e9acd1fd79edd,506.341,5000.0,5000.0,2.92755,3.05553,1.2888,34.5318,6.69298,4.34934,1.93071,1.27281,1.39979,1.16082,986.689,986.718,40.9218,422.799,5000.0,5000.0,2.99454,1.47278,1.34879,212.706,23.5844,7.49786,2.72558,532.622,1.45978,1.26081,1.36179,1.9547,463.938,464.054,13.104,465.603
mrpp_6x6#16_20.cnf,639d6203b8b5efd010b40f10750a13ef,503.477,5000.0,5000.0,37.0044,5000.0,94.7796,65.915,57.0763,128.221,301.062,103.686,31.4652,109.021,5000.0,5000.0,362.513,5000.0,5000.0,5000.0,26.049,242.113,68.0097,88.3916,121.189,341.633,51.8651,5000.0,5000.0,195.055,135.047,67.0888,2604.14,5000.0,247.827,2540.21
Kittell-k7.cnf,d7d566781e1c621d1f73b84ef6cc6642,1256.11,5000.0,5000.0,675.078,5000.0,563.295,373.976,342.965,5000.0,2609.33,2867.59,1600.76,498.447,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,414.847,4458.59,368.163,537.321,380.196,5000.0,2760.14,5000.0,5000.0,337.265,341.114,359.089,5000.0,5000.0,2079.97,3576.21
mrpp_6x6#14_20.cnf,77e59a6a34676aba8992c0ae99e952eb,467.036,5000.0,5000.0,8.47471,5000.0,24.5523,16.9394,10.3934,81.3926,197.459,9.01963,21.6557,25.6861,5000.0,5000.0,37.9162,5000.0,5000.0,5000.0,12.7511,56.6384,29.9734,273.863,27.9987,108.529,31.7732,5000.0,3344.66,28.5967,48.6376,18.3332,2509.09,5000.0,15.2407,2542.5
mrpp_6x6#10_24.cnf,c4f06dd16e78b7f7f5ffaed129b0bcc5,466.159,5000.0,5000.0,10.4044,5000.0,24.8062,11.0993,3.99639,34.7207,120.162,13.259,22.1026,19.0771,5000.0,5000.0,73.5008,5000.0,5000.0,5000.0,12.2151,31.3332,21.2788,247.091,34.7487,164.364,28.8036,5000.0,108.109,14.9707,35.4676,12.1751,2512.8,5000.0,29.9684,2511.65
mrpp_6x6#14_10.cnf,54935073c15192c717011233995430fd,409.035,5000.0,5000.0,1.89771,37.8412,0.864867,1.81772,2.08368,1.88871,3.64944,1.66875,0.873866,0.488924,1026.24,1019.49,5.05523,457.363,5000.0,5000.0,0.836872,1.83472,1.09483,227.581,1.09183,4.42033,2.5886,5000.0,5.05623,0.648901,2.86856,1.36679,2501.29,2529.16,2.24566,2500.53
mrpp_6x6#12_24.cnf,1a86e72f96560cef966e57d5992caea3,475.346,5000.0,5000.0,26.7369,5000.0,69.5904,20.2399,21.7497,65.973,370.68,22.0586,28.2797,112.014,5000.0,5000.0,142.804,5000.0,5000.0,5000.0,18.1322,206.688,24.8642,282.373,43.0984,273.109,39.652,5000.0,2344.69,64.5582,55.3866,36.3615,2521.88,5000.0,66.1799,2514.29
hid-uns-enc-6-1-0-0-0-0-28258.cnf,5823f409f1fc1a1325fc5415bea6d34d,1009.48,5000.0,5000.0,986.226,3740.45,771.864,1593.29,1310.73,791.903,1011.73,1825.44,986.394,1002.65,2325.99,4120.67,5000.0,3641.47,5000.0,5000.0,570.622,1801.02,799.971,453.434,448.021,3034.69,3376.54,5000.0,5000.0,500.751,647.449,791.401,4417.39,5000.0,1872.1,3564.23
mrpp_6x6#18_24.cnf,da9e803ba9aedf0cae7e48be143d1201,686.1,5000.0,5000.0,225.8,5000.0,880.802,1865.05,298.858,260.371,3624.44,232.803,545.558,258.26,5000.0,5000.0,676.422,5000.0,5000.0,5000.0,174.453,3858.54,448.022,1213.96,501.858,1285.13,356.26,5000.0,5000.0,395.885,2648.97,447.198,2727.1,5000.0,279.189,2631.53
mrpp_6x6#18_10.cnf,6609c55f55f375d41524fcf5de8ebef2,432.657,5000.0,5000.0,4.46832,113.875,11.9472,16.1765,10.2774,3.05253,4.41033,3.64345,4.83426,16.4715,1078.39,1085.7,26.0,547.043,5000.0,5000.0,2.65659,6.92095,9.29459,5.34319,4.31734,7.8988,10.5874,5000.0,108.142,4.6063,11.9062,8.37672,2503.27,2602.3,20.7538,2507.52
mrpp_6x6#16_24.cnf,53b8e26a66352dd8b6f33f01edcbbf31,525.749,5000.0,5000.0,86.7408,5000.0,116.87,308.395,135.784,268.497,1762.35,165.507,137.223,218.406,5000.0,5000.0,394.433,5000.0,5000.0,5000.0,43.0105,502.998,102.586,298.415,124.987,1022.76,214.079,5000.0,5000.0,966.628,488.738,183.299,2665.05,5000.0,383.858,2546.77
mrpp_6x6#14_24.cnf,ca41fac9c596217bff82ea7485f1ef7f,494.484,5000.0,5000.0,32.1731,5000.0,145.73,23.5554,47.3968,121.919,799.201,91.1031,76.9663,112.585,5000.0,5000.0,245.295,5000.0,5000.0,5000.0,47.7147,1034.66,84.1022,67.1728,54.8517,564.275,109.655,5000.0,5000.0,74.2597,178.651,80.2278,2591.31,5000.0,51.6701,2545.78
em_11_3_4_exp.cnf,b7e51ccd3f2fabc77c07fa1f8f28f931,16.1815,5000.0,5000.0,8.32073,983.151,3.56346,53.6328,52.421,207.806,85.658,14.3578,36.7914,22.5076,3.15652,3.01354,235.824,463.716,5000.0,121.085,33.2819,41.9086,31.0873,35.1487,14.6068,18.6372,93.0299,8.09777,38.1752,48.6656,30.2094,19.483,2.26665,2.32865,47.5698,2.27465
mrpp_6x6#12_16.cnf,4cadfdf792a061fe1df1191788042e4b,440.548,5000.0,5000.0,4.53531,5000.0,7.15891,8.30774,3.9514,7.8768,27.2948,3.41248,6.47902,5.35019,5000.0,1618.63,18.1492,5000.0,5000.0,5000.0,2.6336,9.68553,6.16806,239.463,4.97324,20.9608,7.17391,5000.0,156.439,9.8315,4.45432,12.2111,2503.02,5000.0,6.543,2502.61
VanDerWaerden_pd_2-3-23_507.cnf,0c4fc551e2fe598a8074df6204d87f7d,5000.0,5000.0,3375.16,2346.39,2738.91,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3830.18,3307.93,5000.0,2382.26,5000.0,5000.0,5000.0,4943.03,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1750.89,5000.0,5000.0,5000.0,5000.0,4703.86,5000.0,5000.0
VanDerWaerden_pd_2-3-22_464.cnf,a722a199fd84ba0b319251daa47aa19c,5000.0,5000.0,3079.63,2337.74,2740.43,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3615.75,3331.52,5000.0,2385.12,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1565.14,5000.0,5000.0,5000.0,5000.0,4691.97,5000.0,5000.0
mrpp_6x6#18_20.cnf,b2a5cb80446b4d3e3086e96e16a401b0,542.367,5000.0,5000.0,77.0663,5000.0,118.472,486.92,108.895,146.07,2055.39,277.871,88.7535,127.351,5000.0,5000.0,169.393,5000.0,5000.0,5000.0,21.3478,414.927,202.244,138.287,597.81,330.526,142.985,5000.0,3594.59,251.445,783.227,167.2,2767.92,5000.0,389.949,2530.4
VanDerWaerden_pd_2-3-21_401.cnf,4e87573be2b7b7324c13131d6c6896b8,3124.43,1111.02,241.183,209.441,474.971,1437.4,231.564,232.941,1506.5,1705.49,199.659,318.078,263.295,1176.58,1141.49,339.269,590.163,5000.0,5000.0,256.657,233.793,315.862,235.437,234.771,872.363,653.573,5000.0,110.324,230.854,348.146,261.261,2699.69,2649.85,403.113,2699.21
mrpp_6x6#20_10.cnf,d1b51ef97ef9401d8557042337c0865b,493.59,5000.0,5000.0,37.8502,4481.25,87.8556,197.369,1065.02,74.5627,14.7238,58.0852,1165.79,63.5403,1449.48,1668.42,314.954,910.47,5000.0,5000.0,53.7398,156.219,82.6894,288.03,201.114,33.8189,627.039,5000.0,5000.0,61.4287,29.1596,50.0754,2556.83,5000.0,5000.0,2601.05
VanDerWaerden_pd_2-3-24_567.cnf,cb7c9df8144e5ba66f8009983efe791f,77.3222,5000.0,5000.0,4888.68,4813.51,5000.0,5000.0,5000.0,5000.0,5000.0,1429.35,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,45.898,20.6239,1407.96,5000.0,5000.0,3979.41,3974.83,5000.0,5000.0,178.208,2456.88,286.016,5000.0,5000.0,3953.11,5000.0,5000.0,3926.08
VanDerWaerden_pd_2-3-23_505.cnf,8e7b614904543aa28491ea45c761cbd5,6.61599,1447.74,2641.77,1188.06,1.19682,2115.94,5000.0,5000.0,5000.0,5000.0,3526.24,5000.0,5000.0,2773.4,2804.33,5000.0,1138.66,44.0353,129.002,1118.86,2785.16,5000.0,835.1,841.442,5000.0,635.454,3847.01,1646.75,1426.57,5000.0,3403.07,2253.97,2235.07,2336.51,2252.97
GreenTao_2-4-4_511.cnf,766a362c83d920a8f8dd49df62ed42c9,0.06399,915.01,5000.0,5000.0,19.698,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,26.379,26.515,5000.0,15.7126,2.00769,0.658899,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.192969,5000.0,5000.0,5000.0,5000.0,1.9297,1.92871,0.114981,1.9327
crafted_n11_d6_c3_num4.cnf,6a5d7b20a70b8a3b2924142750efd8ca,5000.0,23.4404,5000.0,2710.34,5000.0,929.991,1663.56,1675.62,479.408,583.689,1563.08,3377.97,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,542.4,5000.0,3119.46,3111.31,1477.38,2231.06,5000.0,5000.0,5000.0,1757.28,1227.07,572.779,4047.04,5000.0,3244.8,4061.77
jkkk-random-132906006148277-10-10-34-SUM-sat.cnf,782f3891485966689564ee754120a27f,1092.76,5000.0,5000.0,1667.74,1492.0,1210.15,189.684,1326.59,2270.5,365.904,603.242,163.984,1276.14,2484.93,1887.77,430.619,5000.0,5000.0,5000.0,285.202,273.654,716.913,618.027,637.41,242.152,1234.62,5000.0,2167.67,869.023,531.772,411.939,3111.17,2540.68,4330.81,4647.49
crafted_n10_d6_c4_num6.cnf,d9a72aa23864ede2d52df0cca00549df,5000.0,33.4869,5000.0,2657.4,5000.0,586.302,2513.99,2550.47,686.97,1529.63,4103.81,3440.03,5000.0,5000.0,2935.49,5000.0,5000.0,5000.0,5000.0,1493.79,5000.0,3218.03,1032.57,2820.87,530.172,5000.0,5000.0,5000.0,1894.84,1105.02,777.718,4156.44,5000.0,4063.5,4125.84
crafted_n11_d6_c3_num7.cnf,a71314d3e320ce375648e231fba07514,5000.0,23.5464,5000.0,3182.4,5000.0,727.04,2277.54,2926.33,555.852,3766.93,1479.52,1788.66,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,710.603,5000.0,2415.59,3179.07,2353.9,1059.69,5000.0,5000.0,5000.0,2491.16,738.968,541.113,3935.17,5000.0,3040.21,3926.7
