Instance,MD5,SparrowToRiss,dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,MIPSat,MIPSat,SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (disqualified),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g,sattimeRelbackSeq,sattimeClasp,sattimeRelbackShr,RSeq (not competing)
battleship-14-14-unsat.cnf,78a2cc7b74fc3d9947709f16156cc565,5000.0,1245.56,2716.63,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-27601.cnf,4b28001fb63c4221aa57ccbbfa93068f,744.024,5000.0,5000.0,1399.4,1133.51,730.935,615.494,635.122,863.485,1656.93,460.842,998.254,842.296,1492.38,2257.34,5000.0,1185.23,5000.0,5000.0,728.875,2774.31,867.132,286.536,287.152,2408.2,5000.0,5000.0,2630.08,384.179,446.043,275.973,2975.59,3575.17,711.588,2969.24
hid-uns-enc-6-1-0-0-0-0-2707.cnf,dc4bc5da0ee29f7179560a6d0869bd7d,481.379,5000.0,5000.0,183.154,673.923,329.878,314.436,207.74,289.137,463.901,266.975,226.431,240.464,1505.99,1963.37,4434.85,1113.23,5000.0,5000.0,189.503,817.592,218.26,123.251,123.478,511.963,1518.05,5000.0,966.832,150.481,199.865,158.66,2765.58,3136.33,469.023,2702.17
rbsat-v1150c84314gyes7.cnf,81fa455cf06232838fbe7ada80e43735,6.86196,5000.0,5000.0,5000.0,3.98239,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,115.802,116.036,5000.0,490.943,254.987,3202.62,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,12.7231,5000.0,5000.0,5000.0,5000.0,2.95955,2.97355,81.0247,2.99954
mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,82718e0ff54407c78c5fcacb97224b1c,5000.0,5000.0,0.020996,4218.98,4687.42,5000.0,5000.0,5000.0,0.011997,902.126,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1200.21,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1194.93,1.51277,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
VanDerWaerden_2-3-14_186.cnf,642fce7e30a701c3223fa5771c2e57dc,5000.0,2009.17,1513.19,2852.36,3177.37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4312.25,3814.15,5000.0,2790.32,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2330.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-18123.cnf,d29612c981cd73b093bad52040be4f5e,525.164,5000.0,5000.0,284.807,430.166,526.79,328.683,258.059,317.721,312.637,177.738,322.615,420.56,1219.13,1381.29,5000.0,781.079,5000.0,5000.0,209.053,1607.88,405.938,252.622,253.353,444.76,1299.02,5000.0,1021.16,245.04,311.237,213.15,2679.74,2906.19,493.545,2761.27
ph12.cnf,9b84f4b1b8961fdd043892ce36bb0321,5000.0,3329.62,3127.15,2474.7,2715.78,5000.0,2499.5,5000.0,5000.0,235.694,5000.0,5000.0,5000.0,5000.0,3545.91,5000.0,2502.35,5000.0,5000.0,2880.71,5000.0,5000.0,5000.0,226.695,5000.0,0.001999,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4680.5,5000.0,5000.0
shift1add.17976.cnf,019ecf80de7152458ba8343acf5ee631,1775.91,15.7036,1267.89,335.024,808.71,11.6282,893.603,136.345,2.07868,2.02069,5000.0,5000.0,15.9646,0.999847,0.976851,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,19.84,14.3698,17.1214,7.16091,2.07368,0.928858,60.5958,16.1385,8.80966,5000.0,0.927858,0.91686,0.931858,0.920859
McGee-k7.cnf,2d52756f401ffa9a99fdf3bc57376c2e,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
shift1add.12991.cnf,1068f7955b589d74b148ab17b45ebfad,141.493,6.05608,576.51,183.121,565.306,5000,496.244,73.8758,1.66275,1.60575,2222.29,3380.52,12.0742,0.729888,0.719889,2655.57,3259.75,5000.0,5000.0,72.344,5000.0,18.1272,16.4645,12.2631,5.50216,1.44778,0.6529,33.037,15.5856,4.75928,77.0533,0.6499,0.666898,0.665898,0.681895
shift1add.23958.cnf,f348dedfe8dccf87d7c896692b85e236,2442.85,37.5793,2266.32,576.325,1295.01,5000,1515.94,211.725,2.92155,2.65459,5000.0,5000.0,14.5118,1.3168,1.25581,5000.0,3022.76,5000.0,5000.0,1337.5,5000.0,50.5873,26.119,26.57,10.2704,2.88956,1.23481,141.565,21.3957,12.1042,663.889,1.24181,1.25281,1.25781,1.25681
shift1add.26949.cnf,20b09c59e3ee23be4238ae1f43272878,1148.43,52.463,2775.11,843.672,2962.44,51.5852,1980.95,297.644,3.2705,2.93055,5000.0,5000.0,44.2773,1.52177,1.43078,5000.0,3603.48,5000.0,5000.0,481.37,5000.0,91.5131,43.5994,73.7968,18.0153,3.2565,1.42578,34.9367,64.0713,14.7058,462.074,1.41878,1.38379,1.39079,1.36679
gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,dff294238660aead84de7aec33e643fc,5000.0,5000.0,5000.0,5000.0,5000.0,27.2369,5000.0,5000.0,5000.0,223.146,2480.74,5000.0,50.1144,5000.0,5000.0,890.798,5000.0,5000.0,5000.0,5000.0,5000.0,4918.32,4674.0,5000.0,2.00169,2.50662,5000.0,5000.0,5000.0,5000.0,5000.0,4961.91,5000.0,5000.0,5000.0
shift1add.16979.cnf,1425910cdb79f409e844b70623c4f129,1865.84,13.311,1013.32,319.568,1130.72,11.2353,810.798,107.285,2.06869,1.91471,5000.0,5000.0,8.68468,0.944855,0.939856,3680.61,2714.72,5000.0,5000.0,575.334,5000.0,34.0108,27.2579,27.4328,8.60869,1.86871,0.866867,16.6725,9.66453,8.35673,451.438,0.882865,0.877866,0.895863,0.879865
hid-uns-enc-6-1-0-0-0-0-14492.cnf,0600f5e7fb7680500d27e29a7d20df04,656.089,5000.0,5000.0,335.825,1346.94,901.489,578.177,405.037,690.201,1269.39,508.392,681.134,610.952,1896.49,3021.77,5000.0,1293.38,5000.0,5000.0,542.929,1847.0,563.574,355.171,348.314,1219.37,4098.55,5000.0,1215.22,320.479,491.769,516.12,2990.11,3779.1,977.145,3427.83
hid-uns-enc-6-1-0-0-0-0-28527.cnf,b6194bb2982bd9def5429e1ffa96ce63,556.847,5000.0,5000.0,211.397,794.093,478.243,388.839,396.414,513.091,807.346,318.959,237.815,476.024,1330.32,1710.68,5000.0,1055.66,5000.0,5000.0,360.031,1797.4,339.791,308.036,308.561,962.218,2496.63,5000.0,1337.65,316.435,459.629,335.742,2823.69,3249.11,695.727,2780.15
sgen4-unsat-101-1.cnf,421a355b8cd4687b8900ba38436eda36,5000.0,5000.0,5000.0,2003.39,2236.85,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4891.0,2941.38,5000.0,2930.1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1955.68,5000.0,5000.0,5000.0,5000.0,4376.18,5000.0,5000.0
QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,56dc474305bf6e6817771129f995c737,4009.24,5000.0,5000.0,173.435,220.123,3206.18,308.277,769.825,1157.92,361.207,346.711,759.341,2529.56,1138.75,1149.6,1538.07,553.813,5000.0,5000.0,438.273,1877.57,415.421,654.34,1265.09,5000.0,5000.0,5000.0,157.804,1316.59,931.041,1616.65,2845.97,2648.33,534.876,2954.94
shift1add.10997.cnf,2f258bcfc52e978fb7f0939c30438e1d,247.682,3.9404,405.096,127.175,355.811,11.5792,354.85,52.677,1.40479,1.48777,1530.81,2210.51,9.36858,0.641901,0.611906,2815.0,4156.22,5000.0,5000.0,153.006,5000.0,6.87895,10.4304,9.24959,2.83057,1.16182,0.574912,14.9627,11.6842,3.9544,5000.0,0.574912,0.559914,0.567913,0.570912
LABS_n069_goal001.cnf,197850fb4f3ade336e5f5227bb92cbb7,4954.13,5000.0,5000.0,3821.41,5000.0,5000.0,5000.0,5000.0,2740.74,5000.0,2855.43,3056.86,2988.6,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3487.29,3281.61,3915.0,3966.5,3876.35,4164.79,5000.0,5000.0,2945.02,3427.45,3024.12,3370.01,5000.0,5000.0,5000.0,5000.0
LABS_n089_goal008.cnf,7532956095f94ba840f19bfdec169f22,5000.0,5000.0,5000.0,5000.0,457.479,5000,5000.0,5000.0,5000.0,121.558,5000.0,5000.0,4299.16,5000.0,4467.84,5000.0,2115.04,5000.0,5000.0,5000.0,2190.99,1100.01,496.822,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1935.2,3832.2,5000.0,3026.04,2840.83,5000.0
shift1add.28943.cnf,7eca15464de38c4a8519942691263d30,1984.63,61.9996,3384.98,973.341,3063.49,25.7771,2134.63,429.795,3.40448,3.09453,5000.0,5000.0,21.7757,1.54277,1.54576,5000.0,3698.74,5000.0,5000.0,5000.0,5000.0,93.4288,100.127,87.1008,14.9547,4.08238,1.48477,254.297,30.7823,17.6213,5000.0,1.46678,1.54476,1.52277,1.46378
pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,cb7fcc0a671d4e8fcabb476bdf51a2fc,5000.0,4721.39,4518.19,731.523,1084.14,5000.0,5000.0,5000.0,0.007997,5000.0,5000.0,5000.0,5000.0,2017.09,1673.62,5000.0,1122.67,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,733.123,5000.0,5000.0,5000.0,5000.0,3150.82,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-4779.cnf,f7c2a52da02d88145bd08fd9057ef418,511.272,5000.0,5000.0,257.681,262.422,675.671,204.691,341.194,518.425,432.745,216.403,352.098,269.52,1199.56,1248.5,5000.0,666.324,5000.0,5000.0,206.16,1123.13,442.289,260.958,261.504,461.358,1020.28,5000.0,1178.53,181.946,350.979,324.136,2720.36,2744.1,603.807,2825.72
mrpp_4x4#4_16.cnf,243bd9c6619cfbf2ec379e06ae705f76,0.136979,5000.0,5000.0,0.075987,0.079987,0.075987,0.26296,0.161974,0.19097,0.257959,0.12598,0.12098,0.048992,137.376,135.469,0.921859,419.246,5000.0,546.159,0.101984,0.243962,0.055991,0.245962,0.244962,0.544916,0.586909,5000.0,0.076987,0.114981,0.097984,0.135979,2500.14,2534.56,0.854869,2499.76
LABS_n071_goal006.cnf,bbae79a1587324d9870435f6122e0b82,1576.2,5000.0,5000.0,5000.0,1054.68,2225.75,4306.77,5000.0,5000.0,5000.0,3017.27,731.425,2632.71,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,984.427,4538.2,3406.11,5000.0,5000.0,2940.34,5000.0,5000.0,5000.0,5000.0,177.783,5000.0,5000.0,4258.87,5000.0,2995.17
contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,3c6e2bf4052a26ce5bdb6cfc9e1f735c,1011.79,5000.0,5000.0,414.072,243.972,3482.78,507.915,940.241,2601.0,1620.67,1251.45,1221.35,1740.77,1161.47,1154.31,1180.71,625.481,5000.0,5000.0,501.753,972.076,630.761,562.323,598.314,2223.22,2609.6,5000.0,189.943,518.84,882.59,659.531,3781.48,2721.02,3390.67,3910.28
hid-uns-enc-6-1-0-0-0-0-30856.cnf,91d9badff060b3f78192971d3e2ee7f6,525.826,5000.0,5000.0,258.74,427.381,657.103,283.559,336.794,508.831,1058.87,265.79,472.194,597.644,1263.15,1404.53,4687.29,782.288,5000.0,5000.0,266.479,3198.57,431.661,227.531,228.131,926.403,2935.8,5000.0,1112.51,258.24,405.81,295.693,2769.74,2904.39,575.723,2800.07
rbsat-v760c43649g3.cnf,c696ddfb3a317249636b51c1ee6994c7,4.6183,1051.45,213.233,115.341,0.729888,242.671,61.6886,828.847,217.031,495.355,32.669,388.903,217.414,13.5569,13.5809,1967.87,91.839,43.4764,3.77143,181.867,231.102,85.0261,55.3726,55.0226,83.9112,744.621,1.39179,651.812,30.6643,129.455,10.3574,4.33534,4.36333,0.569913,4.36234
LABS_n091_goal009.cnf,1e492431cebb71a7ac670ab663dba2fb,2860.06,5000.0,5000.0,108.594,511.19,5000,5000.0,121.984,2007.95,860.548,2361.37,266.984,75.5755,1025.87,1010.79,1155.19,612.403,5000.0,5000.0,8.44871,741.888,450.238,85.595,214.409,521.303,911.453,5000.0,534.272,1099.38,1108.87,54.4137,4809.12,2832.86,268.769,2702.17
LABS_n095_goal008.cnf,38b5416c335592f7c82ada09ee4793ca,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndist.b.27485.cnf,8af2129085e88aee9f139538288c6e11,47.4218,605.886,5000.0,3.2635,141.812,3.21851,1354.92,1007.71,26.325,700.347,5000.0,5000.0,3.01454,710.908,663.208,5000.0,802.643,53.0399,58.927,10.2684,5000.0,3.71644,14.9527,14.6298,10.0025,14.3268,746.442,3.11552,3.11952,3.07653,3.19751,792.263,725.503,667.071,734.206
LABS_n044_goal003.cnf,b0c923e5b818f3812e70e4ff067ca427,5000.0,5000.0,5000.0,2906.08,5000.0,5000.0,4061.63,5000.0,5000.0,5000.0,4183.86,5000.0,2806.26,5000.0,2959.07,5000.0,5000.0,5000.0,5000.0,3552.02,5000.0,5000.0,4317.63,5000.0,5000.0,5000.0,5000.0,3646.8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4095.0
hid-uns-enc-6-1-0-0-0-0-157.cnf,2b907fcf94225ca83437be62d73ab83b,649.161,5000.0,5000.0,553.906,596.298,740.917,808.031,441.163,759.821,1597.69,315.783,504.929,837.476,1381.59,1778.03,5000.0,1014.09,5000.0,5000.0,364.225,1807.83,385.295,295.134,296.333,1159.21,5000.0,5000.0,1736.72,277.35,722.57,385.795,2818.81,3061.11,840.955,2872.34
crafted_n12_d6_c4_num8.cnf,d01aea60595e9028951abb3cd0c3883a,5000.0,64.3602,5000.0,5000.0,5000.0,3181.2,5000.0,5000.0,2054.32,608.074,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1740.18,5000.0,679.082,2607.41,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-22984.cnf,5565d6d597ccfbd9d1d8ac0d8e7c6861,954.005,5000.0,5000.0,1153.67,2185.11,1309.51,1073.7,1448.59,1634.37,2304.77,872.426,1110.19,1594.48,3090.75,3130.12,5000.0,2563.44,5000.0,5000.0,741.918,3433.07,1233.04,899.627,888.115,3328.57,5000.0,5000.0,2999.83,584.261,1109.88,1076.64,3375.71,4573.08,1501.79,3456.3
rbsat-v945c61409g10.cnf,4b3c9ace68adf36eacbbfebb5083efc4,8.44771,766.01,734.335,225.692,306.709,5000.0,261.071,166.074,426.77,694.262,132.995,564.666,13.6769,317.914,318.042,1897.79,96.9593,38.4352,102.477,751.281,485.803,57.4893,106.905,106.761,3813.07,339.863,26.7509,2002.91,54.7107,763.657,120.518,44.4782,44.6912,101.384,44.5602
hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,d705043763df769aab1e385bbbc2b11e,5000.0,5000.0,2547.59,2795.94,3145.76,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3802.14,3548.97,5000.0,2620.34,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3088.14,5000.0,1401.37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Pappus-k7.cnf,a9816f4c04e9d3e926438cd586537f8f,2813.51,5000.0,5000.0,5000.0,5000.0,2520.8,1589.9,1756.19,5000.0,5000.0,5000.0,5000.0,3747.46,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1791.95,5000.0,1976.25,2012.4,1714.07,5000.0,5000.0,5000.0,5000.0,1549.26,1957.78,1870.65,5000.0,5000.0,5000.0,5000.0
LABS_n039_goal002.cnf,80fb50cc2d93f5548dc5dcb1332f4c9c,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3982.9,5000.0,4799.07,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4756.05,4799.36,5000.0,5000.0,5000.0,5000.0,4556.05,4854.21,4444.07,5000.0,5000.0,5000.0,5000.0
ndist.b.22994.cnf,efef230340ae43e5955869e89d2b0412,22.9245,399.813,5000.0,2.77958,254.637,2.97555,526.382,569.083,24.1963,671.096,5000.0,5000.0,2.6336,519.843,442.77,4754.84,801.537,36.2225,39.584,8.01978,5000.0,3.01154,11.9082,11.6882,8.89165,10.7904,512.721,2.56561,2.84557,2.87056,2.54161,469.422,496.104,464.786,487.258
hid-uns-enc-6-1-0-0-0-0-17054.cnf,3c26db7025700211a3df8b79e309f268,2078.52,5000.0,5000.0,3246.36,3247.88,2861.61,3192.27,2643.2,3251.05,4866.28,1897.85,1970.55,2698.17,3557.51,4814.55,5000.0,3868.48,5000.0,5000.0,1357.18,5000.0,2219.92,1555.45,1505.01,5000.0,5000.0,5000.0,5000.0,1057.51,2141.43,1762.4,4396.58,5000.0,4438.73,4982.64
LABS_n088_goal008.cnf,6a56be105a85c4713a1f3b7b8e92f1f7,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,4852.19,5000.0,5000.0,5000.0,5000.0,1784.14,4944.63,5000.0,1977.03,5000.0,5000.0,4940.37,4760.05,4909.87,5000.0,2344.21,5000.0,5000.0,5000.0,3873.36,5000.0,3272.26,5000.0,5000.0,5000.0,5000.0,4475.54
Desargues-k7.cnf,9d05380d5ea9eebd6e997013f859ff6b,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n079_goal006.cnf,adbaa5a1da446ffdb14aad2a27f63224,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n100_goal009.cnf,fd64ac131ff23eedaa2b14678510e592,5000.0,5000.0,5000.0,2740.32,5000.0,5000,5000.0,5000.0,5000.0,4163.04,5000.0,989.371,5000.0,3500.51,5000.0,5000.0,1688.58,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3812.64,5000.0,3919.91,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Paley13-k9.cnf,167b3df6cba69a33960148b80385e3a1,0.18797,7.09092,2.58161,0.197969,9.31358,0.073988,0.372942,0.365943,0.418936,0.893863,0.163974,0.181971,0.068988,984.441,984.179,0.78488,33.2059,5000.0,0.240963,0.165974,0.203968,0.069989,0.373942,0.466928,0.97685,0.290955,0.429933,0.074988,0.063989,0.12598,0.108982,1162.29,1165.43,0.445931,1168.42
Paley17-k10.cnf,0ef62ea3df1118185fd4613b6c4f8c1b,1326.34,5000.0,5000.0,1243.19,5000.0,540.5,467.958,490.51,5000.0,1909.94,1354.1,1261.23,950.399,5000.0,3487.68,4323.95,5000.0,5000.0,5000.0,334.236,577.154,393.141,546.139,388.552,1025.17,2617.64,5000.0,595.384,305.719,517.19,348.405,3888.02,5000.0,1554.17,3458.82
hid-uns-enc-6-1-0-0-0-0-8728.cnf,b28d34bc5a397fc218a3485be97c7bbc,1224.3,5000.0,5000.0,2510.3,3806.94,1364.33,1024.31,1092.55,1030.88,1514.52,687.893,1539.06,959.486,2203.92,4215.96,5000.0,2492.71,5000.0,5000.0,504.578,2919.22,1669.67,826.029,796.281,5000.0,5000.0,5000.0,4309.64,673.538,989.542,600.919,3198.88,5000.0,1859.36,3780.39
hid-uns-enc-6-1-0-0-0-0-18969.cnf,c8583d4e38daaf1f589e4da7953d187d,441.055,5000.0,5000.0,1317.95,1115.78,333.468,229.451,196.83,317.162,491.175,252.856,278.277,398.577,1560.1,2005.61,3204.86,2065.09,5000.0,5000.0,186.274,994.134,214.209,157.456,157.351,548.878,2246.91,5000.0,1256.89,135.712,228.709,164.009,2753.46,3548.38,585.347,2655.32
hid-uns-enc-6-1-0-0-0-0-12688.cnf,53812495037d4cc951876abbb88b7e39,899.867,5000.0,5000.0,1493.9,1439.17,895.503,1015.77,684.5,870.109,1264.03,731.362,885.547,838.568,1531.03,2247.9,5000.0,1414.36,5000.0,5000.0,623.012,1735.56,1203.15,411.062,407.362,1139.57,5000.0,5000.0,3926.48,337.747,701.995,478.466,3227.53,3883.5,1411.64,3368.16
LABS_n091_goal008.cnf,3b4b288db7559762d31fa8ccc5b129fa,5000.0,5000.0,5000.0,5000.0,2193.37,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1430.37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1019.86,398.382,3013.54,5000.0,5000.0,5000.0,4090.75,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n074_goal006.cnf,08d105f1674ac42167c87936b9e563f9,5000.0,5000.0,5000.0,5000.0,56.2694,5000.0,5000.0,5000.0,5000.0,5000.0,494.496,367.921,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3418.95,3268.86,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2996.82,2550.69,5000.0,5000.0
ndist.b.21497.cnf,b03b23d80990609ceac33ac791d505e0,22.2136,340.964,5000.0,2.51262,131.834,2.72258,842.507,542.663,15.8016,691.069,5000.0,5000.0,2.45363,433.585,398.944,3443.81,801.444,31.8262,35.7036,7.44487,5000.0,2.5936,10.9053,10.7884,8.5347,22.8635,443.049,2.41663,2.67159,2.54261,2.34364,473.488,449.613,393.644,431.927
Brinkmann-k9.cnf,5b123d705c91c3f716b372318b88badd,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Chvatal-k5.cnf,e246e9865fd40c1e2d0a4603bb626745,0.114982,2305.8,6.64699,0.921859,6.31604,0.138978,0.202969,0.31795,0.476926,0.619905,0.275957,0.179972,0.364944,984.113,984.19,2.21666,428.002,5000.0,5000.0,0.197969,0.297953,0.159975,132.171,0.38294,0.807876,0.515921,939.84,0.142977,0.134978,0.12298,0.144977,4.66429,4.66029,0.804877,4.66829
ndist.b.28483.cnf,12a46a8beb7d5f0b622c093623ed91b0,35.0577,643.604,5000.0,3.35949,147.232,3.57046,1671.91,804.194,29.1486,689.672,5000.0,5000.0,3.38648,783.603,773.741,4852.67,802.993,56.0725,68.9025,10.4474,5000.0,3.66244,15.2107,14.8117,10.1555,8.70268,782.556,3.2505,3.47347,3.44348,3.18351,865.301,822.177,809.429,872.63
ndist.b.23493.cnf,55a7b09e64372da5bc76604569935957,47.4598,415.274,5000.0,2.73558,138.239,2.89756,835.366,522.531,23.9874,686.375,5000.0,5000.0,2.6486,541.07,492.957,2498.22,801.547,38.4981,42.9755,8.5727,5000.0,2.94555,10.8633,12.2251,9.00663,13.437,578.711,2.6226,2.73958,2.70659,2.70859,531.27,545.951,508.576,532.48
ndist.b.23992.cnf,b40b93ed87197f66de199610711d7d97,32.1391,442.785,5000.0,2.86656,316.49,2.98754,736.742,403.436,25.8061,731.573,5000.0,5000.0,2.84357,545.294,501.114,3553.96,801.76,39.76,45.3171,9.51955,5000.0,3.2525,12.873,12.7551,9.63953,8.05477,546.961,2.78357,2.92155,2.83957,2.69259,585.484,543.165,559.954,490.466
ndist.b.25988.cnf,a4e6e231401388dac0630045643120b7,50.3543,530.193,5000.0,3.12752,131.906,3.66144,871.032,587.012,28.8346,723.564,5000.0,5000.0,3.31949,634.23,646.656,4493.23,802.626,46.4789,52.494,9.64653,5000.0,3.70544,14.1418,14.0809,9.8555,8.64568,605.686,2.93055,3.51846,3.51647,3.01654,590.215,657.528,601.01,612.451
ndist.b.28982.cnf,1d6d4423a585ccaeafd66025140462f5,44.2183,738.803,5000.0,3.60845,147.79,3.66744,1333.76,1086.5,43.3584,715.059,5000.0,5000.0,3.74943,799.809,742.516,4785.06,802.872,57.8302,65.0691,10.5224,5000.0,3.9594,16.0726,16.1675,10.9693,11.3523,774.963,3.34149,3.57746,3.76443,3.2625,804.397,742.762,758.851,806.355
ndist.b.29980.cnf,7bba25ea7c3772a5a872f39d0174f320,33.7919,747.17,5000.0,3.55846,131.828,3.9564,1641.44,966.324,23.8774,812.742,5000.0,5000.0,3.60845,932.553,822.297,4941.39,803.458,61.6446,69.9044,11.2983,5000.0,4.09038,14.1049,15.8246,11.0313,8.77766,899.707,3.48747,3.82942,3.72843,3.49847,808.351,813.464,838.366,824.112
ndist.b.22495.cnf,2ff16e7b3499da712b0e64ad62425f9a,42.4775,375.248,5000.0,2.6136,136.273,2.83557,587.779,406.813,21.7867,692.475,5000.0,5000.0,2.57361,488.467,500.312,4069.11,799.822,34.7877,38.9221,9.28259,5000.0,2.82057,12.0482,11.9742,8.93164,16.7834,449.812,2.47962,2.6506,2.6296,2.57661,501.224,483.705,467.282,487.635
ndist.b.24990.cnf,be0f5f33aec40b13808877361d9f8c1c,34.7647,522.971,5000.0,3.05853,147.734,3.17452,1250.12,534.705,32.0521,735.653,5000.0,5000.0,3.11952,627.074,531.315,3895.28,801.486,43.1244,47.4838,9.07862,5000.0,3.37749,13.287,12.905,10.0255,8.39872,594.177,2.83557,3.12152,3.08653,2.83157,597.89,556.483,592.765,576.207
rnd-v25-e157-k12.cnf,ebd577f41b7f597ccfe8ddf226a0aba7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
