Instance,MD5,Doug Hains (disqualified),MIPSat,MIPSat,glue_bit,gluebit_lgl,GlucoRed,Nigma,Nigma-NoPB,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,SAT4J,CSHCapplLG,CSHCapplLC,Riss3g,satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,minipure,glucose,glueminisat,Riss3g,sattimeRelbackShr,RSeq
b04_s_unknown.cnf,58dc93c46b05af12f6d535d49a92aaad,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2189.15,5000.0,5000.0,5000.0,2357.03,5000.0,1956.06,5000.0,2942.01,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2235.33,3064.45,5000.0,5000.0,5000.0,5000.0,5000.0
UR-20-10p1.cnf,6ace5cfbe110f1a43049037cb7432998,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2486.6,5000.0,5000.0,4036.12,4439.09,5000.0,5000.0,4452.12,5000.0,3654.3,3657.8,5000.0,5000.0,5000.0,5000.0,5000.0,3210.93,2691.43,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndhf_xits_21_SAT.cnf,03a36a0e1b9af8e7c30a29a92e02302e,632.957,5.02423,6.01308,67.0188,47.8607,6.03608,6.19106,65.3171,9.13561,9.24959,3.47447,5.13522,5.07523,142.789,5.34819,6.94394,167.663,121.025,10.7184,1023.41,9.53355,18.1502,18.1302,3.63245,1.61575,1808.19,5.74413,5.80712,16.6055,27.7278,600.475
rbcl_xits_14_SAT.cnf,0678a0ef5b4345961915559db9bf689b,5.14722,17.7583,0.696893,75.6285,26.629,0.876865,1.91871,3.67444,1.9537,1.55176,17.1664,9.31258,1.15982,59.2,0.667897,3.2875,58.4771,62.4455,2.56761,5000.0,2.78058,2.57961,6.02708,2.66259,1.64675,5000.0,2.11668,1.57276,2.09068,6.31304,2.97055
b04_s_unknown_pre.cnf,34d558ef111eed0f545a21fe42317ac8,538.548,339.497,2257.72,414.087,2106.36,1134.85,139.545,876.835,1063.58,421.149,208.73,1321.32,359.435,181.932,224.822,624.325,716.698,719.299,597.915,316.247,622.331,447.533,450.567,246.48,388.458,3429.68,643.955,2681.49,385.969,519.141,853.462
AProVE09-06.cnf,d6f6073d38b29a9cff1f80910bc0501b,991.614,1299.49,2438.51,1189.65,818.125,2455.67,868.288,863.836,1471.65,1830.23,731.299,2944.94,907.332,760.117,791.182,1366.22,1165.08,1166.22,629.301,1311.69,1097.76,817.498,1471.4,738.734,846.962,5.61215,645.097,1462.87,1218.53,1755.3,2602.36
b04_s_2_unknown_pre.cnf,3d6547839860e628a0bd683c0666d3ed,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4196.6,4130.35,5000.0,5000.0,5000.0,5000.0,5000.0,3829.11,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
velev-pipe-sat-1.0-b7.cnf,612845a855119304b698a4b55aed3089,1240.61,172.031,63.5633,22.1886,76.7763,192.059,82.7004,175.754,94.9176,241.013,169.53,738.776,237.753,129.291,96.7463,12.2381,609.803,786.917,2011.42,502.895,216.023,730.192,413.138,67.0678,180.949,5000.0,146.05,118.207,322.102,5000.0,837.709
vmpc_32.renamed-as.sat05-1919.cnf,833432e05c2a1599e13dca28680b5df9,5000.0,4024.17,1367.57,604.995,228.837,5000.0,5000.0,5000.0,81.8935,2568.85,4147.6,612.777,39.264,777.285,1012.68,913.234,1141.67,907.053,3782.4,5000.0,2038.77,435.228,437.481,5000.0,4011.56,5000.0,3482.11,467.081,5000.0,2931.54,639.312
aaai10-planning-ipc5-pathways-17-step21.cnf,4f6c74152fcb90409ea0105b51afa3bd,5000.0,118.684,1087.55,91.2231,85.9639,1146.19,1586.72,5000.0,3036.25,5000.0,622.814,158.182,496.682,5000.0,2897.87,5000.0,1113.29,326.91,1691.69,4484.68,5000.0,658.028,658.756,682.319,622.139,752.8,2520.51,2267.76,386.783,3114.66,1253.21
aaai10-planning-ipc5-TPP-30-step11.cnf,9bfe4b40d3567ce3687a43a15fbd33eb,73.9887,141.418,179.968,50.3923,187.526,77.8392,101.774,81.9755,66.2989,133.565,124.862,56.6034,24.0623,96.3574,111.41,454.95,261.915,400.402,182.619,93.3108,73.5298,54.6817,105.128,198.053,224.653,242.316,53.8078,23.4644,177.467,284.291,631.683
smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,9fe9fe24bc28c127c9f6b6416a14f727,13.9849,5.98309,7.52485,3582.29,1941.07,1.85372,612.315,2888.8,907.394,3680.29,5000.0,5000.0,5000.0,4576.15,1.60675,2528.0,5000.0,1929.36,4666.82,3020.89,4.96225,12.883,15.0477,1443.59,1052.89,1.9527,1.73873,1.68974,2.11168,2525.05,1405.04
